147186155696,1715968018092478523,1715968165278634219,della-l08g4,1
145641941964,1715968167910614036,1715968313552556000,della-l08g4,1
147444608875,1715968316170583334,1715968463615192209,della-l08g4,1
147027021799,1715968466209407860,1715968613236429659,della-l08g4,1
146900306501,1715968615806940829,1715968762707247330,della-l08g4,1
146198381762,1715968776439025684,1715968922637407446,della-l08g4,1
147336902782,1715968926307068533,1715969073643971315,della-l08g4,1
147880925285,1715969076249128830,1715969224130054115,della-l08g4,1
146020421953,1715969226733984145,1715969372754406098,della-l08g4,1
146421461543,1715969375348159425,1715969521769620968,della-l08g4,1
145713543354,1715969524394739081,1715969670108282435,della-l08g4,1
148659576040,1715969672698089080,1715969821357665120,della-l08g4,1
146196973050,1715969828615118841,1715969974812091891,della-l08g4,1
147200904820,1715969977596719078,1715970124797623898,della-l08g4,1
146822594740,1715970127425364191,1715970274247958931,della-l08g4,1
145699031440,1715970276852927761,1715970422551959201,della-l08g4,1
147773274786,1715970425131839893,1715970572905114679,della-l08g4,1
147277041898,1715970575489638041,1715970722766679939,della-l08g4,1
146793385351,1715970726791659515,1715970873585044866,della-l08g4,1
145921459595,1715970876217996987,1715971022139456582,della-l08g4,1
