0,0,1777889587,1716243154057419772,1716243155835309359,della-l08g5,8
0,1,1702785656,1716243156006356406,1716243157709142062,della-l08g5,8
0,2,1704139491,1716243157849359469,1716243159553498960,della-l08g5,8
0,3,1703227420,1716243159687945958,1716243161391173378,della-l08g5,8
0,4,1703442927,1716243161531324651,1716243163234767578,della-l08g5,8
0,5,1702816915,1716243163377623294,1716243165080440209,della-l08g5,8
0,6,1703594623,1716243165213975557,1716243166917570180,della-l08g5,8
0,7,1703093007,1716243167053248501,1716243168756341508,della-l08g5,8
0,8,1702873121,1716243168896442956,1716243170599316077,della-l08g5,8
0,9,1703210488,1716243170742739755,1716243172445950243,della-l08g5,8
0,10,1702621517,1716243172581804136,1716243174284425653,della-l08g5,8
0,11,1703045917,1716243174422251768,1716243176125297685,della-l08g5,8
0,12,1703935046,1716243176263761804,1716243177967696850,della-l08g5,8
0,13,1704365628,1716243178105123190,1716243179809488818,della-l08g5,8
0,14,1705610056,1716243179944943197,1716243181650553253,della-l08g5,8
0,15,1703991822,1716243181785141538,1716243183489133360,della-l08g5,8
0,16,1704157715,1716243183625975228,1716243185330132943,della-l08g5,8
0,17,1704202400,1716243185473274719,1716243187177477119,della-l08g5,8
0,18,1704085960,1716243187315719990,1716243189019805950,della-l08g5,8
0,19,1703736671,1716243189160264783,1716243190864001454,della-l08g5,8
0,20,1704003374,1716243191000266052,1716243192704269426,della-l08g5,8
0,21,1705024311,1716243192839565016,1716243194544589327,della-l08g5,8
0,22,1704518005,1716243194678165983,1716243196382683988,della-l08g5,8
0,23,1704376469,1716243196524263325,1716243198228639794,della-l08g5,8
0,24,1704357472,1716243198364278591,1716243200068636063,della-l08g5,8
0,25,1704599249,1716243200203187889,1716243201907787138,della-l08g5,8
0,26,1704332095,1716243202045104352,1716243203749436447,della-l08g5,8
0,27,1704282881,1716243203885545141,1716243205589828022,della-l08g5,8
0,28,1705897688,1716243205732358806,1716243207438256494,della-l08g5,8
0,29,1704464685,1716243207573340334,1716243209277805019,della-l08g5,8
0,30,1704499281,1716243209412173469,1716243211116672750,della-l08g5,8
0,31,1704592014,1716243211249107441,1716243212953699455,della-l08g5,8
0,32,1704750543,1716243213338191501,1716243215042942044,della-l08g5,8
