|4294967294|55462335.batch|||2024-04-05T20:03:12|della-l08g5|2024-04-05T20:03:12|2024-04-05T20:03:33|00:00:21|FAILED|1:0
|4294967294|55462335.extern|||2024-04-05T20:03:12|della-l08g5|2024-04-05T20:03:12|2024-04-05T20:03:33|00:00:21|COMPLETED|0:0
tm7623|ee|55462339|billing=1,cpu=1,gres/gpu=1,mem=4096M,node=1|00:10:00|2024-04-05T20:04:15|della-l08g5|2024-04-05T20:04:39|2024-04-05T20:05:31|00:00:52|CANCELLED by 223932|0:0
|4294967294|55462339.batch|||2024-04-05T20:04:39|della-l08g5|2024-04-05T20:04:39|2024-04-05T20:05:32|00:00:53|CANCELLED|0:15
|4294967294|55462339.extern|||2024-04-05T20:04:39|della-l08g5|2024-04-05T20:04:39|2024-04-05T20:05:31|00:00:52|COMPLETED|0:0
tm7623|ee|55462348|billing=1,cpu=1,gres/gpu=1,mem=4096M,node=1|00:10:00|2024-04-05T20:05:44|della-l08g5|2024-04-05T20:06:28|2024-04-05T20:07:11|00:00:43|CANCELLED by 223932|0:0
|4294967294|55462348.batch|||2024-04-05T20:06:28|della-l08g5|2024-04-05T20:06:28|2024-04-05T20:07:12|00:00:44|CANCELLED|0:15
|4294967294|55462348.extern|||2024-04-05T20:06:28|della-l08g5|2024-04-05T20:06:28|2024-04-05T20:07:11|00:00:43|COMPLETED|0:0
tm7623|ee|55462360|billing=1,cpu=1,gres/gpu=1,mem=4096M,node=1|00:10:00|2024-04-05T20:07:25|della-l08g5|2024-04-05T20:07:49|2024-04-05T20:08:11|00:00:22|FAILED|1:0
|4294967294|55462360.batch|||2024-04-05T20:07:49|della-l08g5|2024-04-05T20:07:49|2024-04-05T20:08:11|00:00:22|FAILED|1:0
|4294967294|55462360.extern|||2024-04-05T20:07:49|della-l08g5|2024-04-05T20:07:49|2024-04-05T20:08:11|00:00:22|COMPLETED|0:0
tm7623|ee|55462373|billing=1,cpu=1,gres/gpu=1,mem=4096M,node=1|00:10:00|2024-04-05T20:09:10|della-l08g5|2024-04-05T20:10:14|2024-04-05T20:10:30|00:00:16|FAILED|1:0
|4294967294|55462373.batch|||2024-04-05T20:10:14|della-l08g5|2024-04-05T20:10:14|2024-04-05T20:10:30|00:00:16|FAILED|1:0
|4294967294|55462373.extern|||2024-04-05T20:10:14|della-l08g5|2024-04-05T20:10:14|2024-04-05T20:10:30|00:00:16|COMPLETED|0:0
cd2853|psychology|55462663|billing=10,cpu=1,gres/gpu=1,mem=131072M,node=1|00:30:00|2024-04-05T20:38:26|della-l08g5|2024-04-05T20:38:49|2024-04-05T20:39:34|00:00:45|FAILED|1:0
|4294967294|55462663.batch|||2024-04-05T20:38:49|della-l08g5|2024-04-05T20:38:49|2024-04-05T20:39:34|00:00:45|FAILED|1:0
|4294967294|55462663.extern|||2024-04-05T20:38:49|della-l08g5|2024-04-05T20:38:49|2024-04-05T20:39:34|00:00:45|COMPLETED|0:0
