89913728512,1716226134739369728,1716226224653098240,della-l08g5,1,100000000
89891840768,1716226324803663872,1716226414695504640,della-l08g5,1,100000000
90922473728,1716226416700934144,1716226507623407872,della-l08g5,1,100000000
90882323200,1716226509622016000,1716226600504339200,della-l08g5,1,100000000
90924095488,1716226602503321344,1716226693427416832,della-l08g5,1,100000000
90893866752,1716226695438235648,1716226786332102400,della-l08g5,1,100000000
90929212416,1716226788345910784,1716226879275123200,della-l08g5,1,100000000
90936129024,1716226881277066752,1716226972213195776,della-l08g5,1,100000000
90977022464,1716226974217349632,1716227065194372096,della-l08g5,1,100000000
90905802496,1716227067198316800,1716227158104119296,della-l08g5,1,100000000
90950937088,1716227160119746816,1716227251070683904,della-l08g5,1,100000000
90925894912,1716227253071096576,1716227343996991488,della-l08g5,1,100000000
91001818112,1716227345999162624,1716227437000980736,della-l08g5,1,100000000
91030962432,1716227439003813120,1716227530034775552,della-l08g5,1,100000000
91025837056,1716227532043052800,1716227623068889856,della-l08g5,1,100000000
90953433344,1716227625069151232,1716227716022584576,della-l08g5,1,100000000
90980664576,1716227718039620352,1716227809020284928,della-l08g5,1,100000000
90982852352,1716227811021526784,1716227902004379136,della-l08g5,1,100000000
90973800192,1716227904006527744,1716227994980327936,della-l08g5,1,100000000
90987345152,1716227996983014912,1716228087970360064,della-l08g5,1,100000000
89732336128,1716236758360590592,1716236848092926720,della-l08g5,1,100000000
91065483520,1716236850101341952,1716236941166825472,della-l08g5,1,100000000
91126705920,1716236943172926464,1716237034299632384,della-l08g5,1,100000000
91068047616,1716237036306448896,1716237127374496512,della-l08g5,1,100000000
91120011008,1716237129381745152,1716237220501756160,della-l08g5,1,100000000
91064631808,1716237222510530048,1716237313575161856,della-l08g5,1,100000000
91137179136,1716237315581489408,1716237406718668544,della-l08g5,1,100000000
91068298752,1716237408726194176,1716237499794492928,della-l08g5,1,100000000
91125158400,1716237501802054912,1716237592927213312,della-l08g5,1,100000000
91068977408,1716237594942780928,1716237686011758336,della-l08g5,1,100000000
91128636160,1716237688022623488,1716237779151259648,della-l08g5,1,100000000
91068398080,1716237781161611008,1716237872230009088,della-l08g5,1,100000000
91120765184,1716237874242530816,1716237965363296000,della-l08g5,1,100000000
91069957888,1716237967373908736,1716238058443866624,della-l08g5,1,100000000
91117177344,1716238060458122240,1716238151575299584,della-l08g5,1,100000000
91064599040,1716238153588245504,1716238244652844544,della-l08g5,1,100000000
91113270016,1716238246662513664,1716238337775783680,della-l08g5,1,100000000
91056787200,1716238339786915328,1716238430843702528,della-l08g5,1,100000000
91111092480,1716238432855158784,1716238523966251264,della-l08g5,1,100000000
91053041152,1716238525983463168,1716238617036504320,della-l08g5,1,100000000
